#,,"generated_by='OpenQuake engine 3.19.0', start_date='2024-05-21T13:07:23', checksum=1184076472"
site_id,lon,lat
408,107.51348,-7.34669
409,107.51349,-7.36467
410,107.51350,-7.38266
411,107.51351,-7.40065
412,107.51352,-7.41863
413,107.51352,-7.43662
414,107.51353,-7.45461
415,107.51354,-7.47259
416,107.51355,-7.49058
417,107.51356,-7.50857
418,107.51357,-7.52655
419,107.51358,-7.54454
420,107.53140,-6.93300
421,107.53141,-6.95099
422,107.53142,-6.96897
423,107.53143,-6.98696
424,107.53144,-7.00495
425,107.53145,-7.02293
426,107.53146,-7.04092
427,107.53147,-7.05890
428,107.53148,-7.07689
429,107.53148,-7.09488
430,107.53149,-7.11286
431,107.53150,-7.13085
432,107.53151,-7.14884
433,107.53152,-7.16682
434,107.53153,-7.18481
435,107.53154,-7.20280
436,107.53155,-7.22078
437,107.53156,-7.23877
438,107.53157,-7.25676
439,107.53158,-7.27474
440,107.53159,-7.29273
441,107.53160,-7.31071
442,107.53161,-7.32870
443,107.53162,-7.34669
444,107.53163,-7.36467
445,107.53163,-7.38266
446,107.53164,-7.40065
447,107.53165,-7.41863
448,107.53166,-7.43662
449,107.53167,-7.45461
450,107.53168,-7.47259
451,107.53169,-7.49058
452,107.53170,-7.50857
453,107.53171,-7.52655
454,107.53172,-7.54454
455,107.54952,-6.93300
456,107.54953,-6.95099
457,107.54954,-6.96897
458,107.54955,-6.98696
459,107.54956,-7.00495
460,107.54957,-7.02293
461,107.54958,-7.04092
462,107.54959,-7.05890
463,107.54960,-7.07689
464,107.54961,-7.09488
465,107.54962,-7.11286
466,107.54963,-7.13085
467,107.54964,-7.14884
468,107.54965,-7.16682
469,107.54966,-7.18481
470,107.54967,-7.20280
471,107.54968,-7.22078
472,107.54969,-7.23877
473,107.54970,-7.25676
474,107.54971,-7.27474
475,107.54972,-7.29273
476,107.54973,-7.31071
477,107.54974,-7.32870
478,107.54975,-7.34669
479,107.54976,-7.36467
480,107.54977,-7.38266
481,107.54978,-7.40065
482,107.54979,-7.41863
483,107.54980,-7.43662
484,107.54981,-7.45461
485,107.54982,-7.47259
486,107.54983,-7.49058
487,107.54984,-7.50857
488,107.54986,-7.52655
489,107.54987,-7.54454
490,107.56764,-6.93300
491,107.56765,-6.95099
492,107.56766,-6.96897
493,107.56767,-6.98696
494,107.56768,-7.00495
495,107.56769,-7.02293
496,107.56770,-7.04092
497,107.56771,-7.05890
498,107.56772,-7.07689
499,107.56773,-7.09488
500,107.56775,-7.11286
501,107.56776,-7.13085
502,107.56777,-7.14884
503,107.56778,-7.16682
504,107.56779,-7.18481
505,107.56780,-7.20280
506,107.56781,-7.22078
507,107.56782,-7.23877
508,107.56783,-7.25676
509,107.56784,-7.27474
510,107.56785,-7.29273
511,107.56786,-7.31071
512,107.56788,-7.32870
513,107.56789,-7.34669
514,107.56790,-7.36467
515,107.56791,-7.38266
516,107.56792,-7.40065
517,107.56793,-7.41863
518,107.56794,-7.43662
519,107.56795,-7.45461
520,107.56796,-7.47259
521,107.56798,-7.49058
522,107.56799,-7.50857
523,107.56800,-7.52655
524,107.56801,-7.54454
525,107.58576,-6.93300
526,107.58577,-6.95099
527,107.58578,-6.96897
528,107.58579,-6.98696
529,107.58580,-7.00495
530,107.58582,-7.02293
531,107.58583,-7.04092
532,107.58584,-7.05890
533,107.58585,-7.07689
534,107.58586,-7.09488
535,107.58587,-7.11286
536,107.58588,-7.13085
537,107.58589,-7.14884
538,107.58591,-7.16682
539,107.58592,-7.18481
540,107.58593,-7.20280
541,107.58594,-7.22078
542,107.58595,-7.23877
543,107.58596,-7.25676
544,107.58597,-7.27474
545,107.58599,-7.29273
546,107.58600,-7.31071
547,107.58601,-7.32870
548,107.58602,-7.34669
549,107.58603,-7.36467
550,107.58605,-7.38266
551,107.58606,-7.40065
552,107.58607,-7.41863
553,107.58608,-7.43662
554,107.58609,-7.45461
555,107.58610,-7.47259
556,107.58612,-7.49058
557,107.58613,-7.50857
558,107.58614,-7.52655
559,107.58615,-7.54454
560,107.60388,-6.93300
561,107.60389,-6.95099
562,107.60390,-6.96897
563,107.60391,-6.98696
564,107.60393,-7.00495
565,107.60394,-7.02293
566,107.60395,-7.04092
567,107.60396,-7.05890
568,107.60397,-7.07689
569,107.60399,-7.09488
570,107.60400,-7.11286
571,107.60401,-7.13085
572,107.60402,-7.14884
573,107.60403,-7.16682
574,107.60405,-7.18481
575,107.60406,-7.20280
576,107.60407,-7.22078
577,107.60408,-7.23877
578,107.60410,-7.25676
579,107.60411,-7.27474
580,107.60412,-7.29273
581,107.60413,-7.31071
582,107.60414,-7.32870
583,107.60416,-7.34669
584,107.60417,-7.36467
585,107.60418,-7.38266
586,107.60419,-7.40065
587,107.60421,-7.41863
588,107.60422,-7.43662
589,107.60423,-7.45461
590,107.60425,-7.47259
591,107.60426,-7.49058
592,107.60427,-7.50857
593,107.60428,-7.52655
594,107.60430,-7.54454
595,107.62200,-6.93300
596,107.62201,-6.95099
597,107.62202,-6.96897
598,107.62203,-6.98696
599,107.62205,-7.00495
600,107.62206,-7.02293
601,107.62207,-7.04092
602,107.62209,-7.05890
603,107.62210,-7.07689
604,107.62211,-7.09488
605,107.62212,-7.11286
606,107.62214,-7.13085
607,107.62215,-7.14884
608,107.62216,-7.16682
609,107.62217,-7.18481
610,107.62219,-7.20280
611,107.62220,-7.22078
612,107.62221,-7.23877
613,107.62223,-7.25676
614,107.62224,-7.27474
615,107.62225,-7.29273
616,107.62227,-7.31071
617,107.62228,-7.32870
618,107.62229,-7.34669
619,107.62231,-7.36467
620,107.62232,-7.38266
621,107.62233,-7.40065
622,107.62235,-7.41863
623,107.62236,-7.43662
624,107.62237,-7.45461
625,107.62239,-7.47259
626,107.62240,-7.49058
627,107.62241,-7.50857
628,107.62243,-7.52655
629,107.62244,-7.54454
630,107.64012,-6.93300
631,107.64013,-6.95099
632,107.64014,-6.96897
633,107.64016,-6.98696
634,107.64017,-7.00495
635,107.64018,-7.02293
636,107.64020,-7.04092
637,107.64021,-7.05890
638,107.64022,-7.07689
639,107.64024,-7.09488
640,107.64025,-7.11286
641,107.64026,-7.13085
642,107.64028,-7.14884
643,107.64029,-7.16682
644,107.64030,-7.18481
645,107.64032,-7.20280
646,107.64033,-7.22078
647,107.64034,-7.23877
648,107.64036,-7.25676
649,107.64037,-7.27474
650,107.64039,-7.29273
651,107.64040,-7.31071
652,107.64041,-7.32870
653,107.64043,-7.34669
654,107.64044,-7.36467
655,107.64046,-7.38266
656,107.64047,-7.40065
657,107.64048,-7.41863
658,107.64050,-7.43662
659,107.64051,-7.45461
660,107.64053,-7.47259
661,107.64054,-7.49058
662,107.64055,-7.50857
663,107.64057,-7.52655
664,107.64058,-7.54454
665,107.65824,-6.93300
666,107.65825,-6.95099
667,107.65826,-6.96897
668,107.65828,-6.98696
669,107.65829,-7.00495
670,107.65830,-7.02293
671,107.65832,-7.04092
672,107.65833,-7.05890
673,107.65835,-7.07689
674,107.65836,-7.09488
675,107.65838,-7.11286
676,107.65839,-7.13085
677,107.65840,-7.14884
678,107.65842,-7.16682
679,107.65843,-7.18481
680,107.65845,-7.20280
681,107.65846,-7.22078
682,107.65848,-7.23877
683,107.65849,-7.25676
684,107.65850,-7.27474
685,107.65852,-7.29273
686,107.65853,-7.31071
687,107.65855,-7.32870
688,107.65856,-7.34669
689,107.65858,-7.36467
690,107.65859,-7.38266
691,107.65861,-7.40065
692,107.65862,-7.41863
693,107.65864,-7.43662
694,107.65865,-7.45461
695,107.65867,-7.47259
696,107.65868,-7.49058
697,107.65870,-7.50857
698,107.65871,-7.52655
699,107.65873,-7.54454
700,107.67635,-6.93300
701,107.67637,-6.95099
702,107.67638,-6.96897
703,107.67640,-6.98696
704,107.67641,-7.00495
705,107.67643,-7.02293
706,107.67644,-7.04092
707,107.67646,-7.05890
708,107.67647,-7.07689
709,107.67649,-7.09488
710,107.67650,-7.11286
711,107.67652,-7.13085
712,107.67653,-7.14884
713,107.67655,-7.16682
714,107.67656,-7.18481
715,107.67658,-7.20280
716,107.67659,-7.22078
717,107.67661,-7.23877
718,107.67662,-7.25676
719,107.67664,-7.27474
720,107.67665,-7.29273
721,107.67667,-7.31071
722,107.67668,-7.32870
723,107.67670,-7.34669
724,107.67671,-7.36467
725,107.67673,-7.38266
726,107.67674,-7.40065
727,107.67676,-7.41863
728,107.67678,-7.43662
729,107.67679,-7.45461
730,107.67681,-7.47259
731,107.67682,-7.49058
732,107.67684,-7.50857
733,107.67685,-7.52655
734,107.67687,-7.54454
735,107.69447,-6.93300
736,107.69449,-6.95099
737,107.69450,-6.96897
738,107.69452,-6.98696
739,107.69453,-7.00495
740,107.69455,-7.02293
741,107.69456,-7.04092
742,107.69458,-7.05890
743,107.69460,-7.07689
744,107.69461,-7.09488
745,107.69463,-7.11286
746,107.69464,-7.13085
747,107.69466,-7.14884
748,107.69467,-7.16682
749,107.69469,-7.18481
750,107.69471,-7.20280
751,107.69472,-7.22078
752,107.69474,-7.23877
753,107.69475,-7.25676
754,107.69477,-7.27474
755,107.69479,-7.29273
756,107.69480,-7.31071
757,107.69482,-7.32870
758,107.69483,-7.34669
759,107.69485,-7.36467
760,107.69487,-7.38266
761,107.69488,-7.40065
762,107.69490,-7.41863
763,107.69491,-7.43662
764,107.69493,-7.45461
765,107.69495,-7.47259
766,107.69496,-7.49058
767,107.69498,-7.50857
768,107.69500,-7.52655
769,107.69501,-7.54454
770,107.71259,-6.93300
771,107.71261,-6.95099
772,107.71262,-6.96897
773,107.71264,-6.98696
774,107.71266,-7.00495
775,107.71267,-7.02293
776,107.71269,-7.04092
777,107.71270,-7.05890
778,107.71272,-7.07689
779,107.71274,-7.09488
780,107.71275,-7.11286
781,107.71277,-7.13085
782,107.71279,-7.14884
783,107.71280,-7.16682
784,107.71282,-7.18481
785,107.71284,-7.20280
786,107.71285,-7.22078
787,107.71287,-7.23877
788,107.71289,-7.25676
789,107.71290,-7.27474
790,107.71292,-7.29273
791,107.71294,-7.31071
792,107.71295,-7.32870
793,107.71297,-7.34669
794,107.71299,-7.36467
795,107.71300,-7.38266
796,107.71302,-7.40065
797,107.71304,-7.41863
798,107.71305,-7.43662
799,107.71307,-7.45461
800,107.71309,-7.47259
801,107.71311,-7.49058
802,107.71312,-7.50857
803,107.71314,-7.52655
804,107.71316,-7.54454
805,107.73071,-6.93300
806,107.73073,-6.95099
807,107.73074,-6.96897
808,107.73076,-6.98696
809,107.73078,-7.00495
810,107.73079,-7.02293
811,107.73081,-7.04092
812,107.73083,-7.05890
813,107.73084,-7.07689
814,107.73086,-7.09488
815,107.73088,-7.11286
816,107.73090,-7.13085
817,107.73091,-7.14884
818,107.73093,-7.16682
819,107.73095,-7.18481
820,107.73096,-7.20280
821,107.73098,-7.22078
822,107.73100,-7.23877
823,107.73102,-7.25676
824,107.73103,-7.27474
825,107.73105,-7.29273
826,107.73107,-7.31071
827,107.73109,-7.32870
828,107.73110,-7.34669
829,107.73112,-7.36467
830,107.73114,-7.38266
831,107.73116,-7.40065
832,107.73118,-7.41863
833,107.73119,-7.43662
834,107.73121,-7.45461
835,107.73123,-7.47259
836,107.73125,-7.49058
837,107.73126,-7.50857
838,107.73128,-7.52655
839,107.73130,-7.54454
840,107.74883,-6.93300
841,107.74885,-6.95099
842,107.74886,-6.96897
843,107.74888,-6.98696
844,107.74890,-7.00495
845,107.74892,-7.02293
846,107.74893,-7.04092
847,107.74895,-7.05890
848,107.74897,-7.07689
849,107.74899,-7.09488
850,107.74900,-7.11286
851,107.74902,-7.13085
852,107.74904,-7.14884
853,107.74906,-7.16682
854,107.74908,-7.18481
855,107.74909,-7.20280
856,107.74911,-7.22078
857,107.74913,-7.23877
858,107.74915,-7.25676
859,107.74917,-7.27474
860,107.74918,-7.29273
861,107.74920,-7.31071
862,107.74922,-7.32870
863,107.74924,-7.34669
864,107.74926,-7.36467
865,107.74928,-7.38266
866,107.74929,-7.40065
867,107.74931,-7.41863
868,107.74933,-7.43662
869,107.74935,-7.45461
870,107.74937,-7.47259
871,107.74939,-7.49058
872,107.74941,-7.50857
873,107.74943,-7.52655
874,107.74944,-7.54454
875,107.76695,-6.93300
876,107.76697,-6.95099
877,107.76698,-6.96897
878,107.76700,-6.98696
879,107.76702,-7.00495
880,107.76704,-7.02293
881,107.76706,-7.04092
882,107.76708,-7.05890
883,107.76709,-7.07689
884,107.76711,-7.09488
885,107.76713,-7.11286
886,107.76715,-7.13085
887,107.76717,-7.14884
888,107.76719,-7.16682
889,107.76721,-7.18481
890,107.76722,-7.20280
891,107.76724,-7.22078
892,107.76726,-7.23877
893,107.76728,-7.25676
894,107.76730,-7.27474
895,107.76732,-7.29273
896,107.76734,-7.31071
897,107.76736,-7.32870
898,107.76737,-7.34669
899,107.76739,-7.36467
900,107.76741,-7.38266
901,107.76743,-7.40065
902,107.76745,-7.41863
903,107.76747,-7.43662
904,107.76749,-7.45461
905,107.76751,-7.47259
906,107.76753,-7.49058
907,107.76755,-7.50857
908,107.76757,-7.52655
909,107.76759,-7.54454
910,107.78507,-6.93300
911,107.78509,-6.95099
912,107.78510,-6.96897
913,107.78512,-6.98696
914,107.78514,-7.00495
915,107.78516,-7.02293
916,107.78518,-7.04092
917,107.78520,-7.05890
918,107.78522,-7.07689
919,107.78524,-7.09488
920,107.78526,-7.11286
921,107.78528,-7.13085
922,107.78530,-7.14884
923,107.78531,-7.16682
924,107.78533,-7.18481
925,107.78535,-7.20280
926,107.78537,-7.22078
927,107.78539,-7.23877
928,107.78541,-7.25676
929,107.78543,-7.27474
930,107.78545,-7.29273
931,107.78547,-7.31071
932,107.78549,-7.32870
933,107.78551,-7.34669
934,107.78553,-7.36467
935,107.78555,-7.38266
936,107.78557,-7.40065
937,107.78559,-7.41863
938,107.78561,-7.43662
939,107.78563,-7.45461
940,107.78565,-7.47259
941,107.78567,-7.49058
942,107.78569,-7.50857
943,107.78571,-7.52655
944,107.78573,-7.54454
945,107.80319,-6.93300
946,107.80321,-6.95099
947,107.80323,-6.96897
948,107.80324,-6.98696
949,107.80326,-7.00495
950,107.80328,-7.02293
951,107.80330,-7.04092
952,107.80332,-7.05890
953,107.80334,-7.07689
954,107.80336,-7.09488
955,107.80338,-7.11286
956,107.80340,-7.13085
957,107.80342,-7.14884
958,107.80344,-7.16682
959,107.80346,-7.18481
960,107.80348,-7.20280
961,107.80350,-7.22078
962,107.80352,-7.23877
963,107.80354,-7.25676
964,107.80356,-7.27474
965,107.80358,-7.29273
966,107.80360,-7.31071
967,107.80362,-7.32870
968,107.80365,-7.34669
969,107.80367,-7.36467
970,107.80369,-7.38266
971,107.80371,-7.40065
972,107.80373,-7.41863
973,107.80375,-7.43662
974,107.80377,-7.45461
975,107.80379,-7.47259
976,107.80381,-7.49058
977,107.80383,-7.50857
978,107.80385,-7.52655
979,107.80387,-7.54454
980,107.82131,-6.93300
981,107.82133,-6.95099
982,107.82135,-6.96897
983,107.82137,-6.98696
984,107.82139,-7.00495
985,107.82141,-7.02293
986,107.82143,-7.04092
987,107.82145,-7.05890
988,107.82147,-7.07689
989,107.82149,-7.09488
990,107.82151,-7.11286
991,107.82153,-7.13085
992,107.82155,-7.14884
993,107.82157,-7.16682
994,107.82159,-7.18481
995,107.82161,-7.20280
996,107.82163,-7.22078
997,107.82165,-7.23877
998,107.82168,-7.25676
999,107.82170,-7.27474
1000,107.82172,-7.29273
1001,107.82174,-7.31071
1002,107.82176,-7.32870
1003,107.82178,-7.34669
1004,107.82180,-7.36467
1005,107.82182,-7.38266
1006,107.82184,-7.40065
1007,107.82187,-7.41863
1008,107.82189,-7.43662
1009,107.82191,-7.45461
1010,107.82193,-7.47259
1011,107.82195,-7.49058
1012,107.82197,-7.50857
1013,107.82200,-7.52655
1014,107.82202,-7.54454
1015,107.83942,-6.93300
1016,107.83945,-6.95099
1017,107.83947,-6.96897
1018,107.83949,-6.98696
1019,107.83951,-7.00495
1020,107.83953,-7.02293
1021,107.83955,-7.04092
1022,107.83957,-7.05890
1023,107.83959,-7.07689
1024,107.83961,-7.09488
1025,107.83963,-7.11286
1026,107.83966,-7.13085
1027,107.83968,-7.14884
1028,107.83970,-7.16682
1029,107.83972,-7.18481
1030,107.83974,-7.20280
1031,107.83976,-7.22078
1032,107.83978,-7.23877
1033,107.83981,-7.25676
1034,107.83983,-7.27474
1035,107.83985,-7.29273
1036,107.83987,-7.31071
1037,107.83989,-7.32870
1038,107.83992,-7.34669
1039,107.83994,-7.36467
1040,107.83996,-7.38266
1041,107.83998,-7.40065
1042,107.84000,-7.41863
1043,107.84003,-7.43662
1044,107.84005,-7.45461
1045,107.84007,-7.47259
1046,107.84009,-7.49058
1047,107.84012,-7.50857
1048,107.84014,-7.52655
