#,,"generated_by='OpenQuake engine 3.19.0', start_date='2024-05-21T13:07:23', checksum=1184076472"
site_id,lon,lat
1049,107.84016,-7.54454
1050,107.85754,-6.93300
1051,107.85756,-6.95099
1052,107.85759,-6.96897
1053,107.85761,-6.98696
1054,107.85763,-7.00495
1055,107.85765,-7.02293
1056,107.85767,-7.04092
1057,107.85769,-7.05890
1058,107.85772,-7.07689
1059,107.85774,-7.09488
1060,107.85776,-7.11286
1061,107.85778,-7.13085
1062,107.85780,-7.14884
1063,107.85783,-7.16682
1064,107.85785,-7.18481
1065,107.85787,-7.20280
1066,107.85789,-7.22078
1067,107.85792,-7.23877
1068,107.85794,-7.25676
1069,107.85796,-7.27474
1070,107.85798,-7.29273
1071,107.85801,-7.31071
1072,107.85803,-7.32870
1073,107.85805,-7.34669
1074,107.85807,-7.36467
1075,107.85810,-7.38266
1076,107.85812,-7.40065
1077,107.85814,-7.41863
1078,107.85817,-7.43662
1079,107.85819,-7.45461
1080,107.85821,-7.47259
1081,107.85824,-7.49058
1082,107.85826,-7.50857
1083,107.85828,-7.52655
1084,107.85831,-7.54454
1085,107.87566,-6.93300
1086,107.87568,-6.95099
1087,107.87571,-6.96897
1088,107.87573,-6.98696
1089,107.87575,-7.00495
1090,107.87577,-7.02293
1091,107.87580,-7.04092
1092,107.87582,-7.05890
1093,107.87584,-7.07689
1094,107.87586,-7.09488
1095,107.87589,-7.11286
1096,107.87591,-7.13085
1097,107.87593,-7.14884
1098,107.87595,-7.16682
1099,107.87598,-7.18481
1100,107.87600,-7.20280
1101,107.87602,-7.22078
1102,107.87605,-7.23877
1103,107.87607,-7.25676
1104,107.87609,-7.27474
1105,107.87612,-7.29273
1106,107.87614,-7.31071
1107,107.87616,-7.32870
1108,107.87619,-7.34669
1109,107.87621,-7.36467
1110,107.87623,-7.38266
1111,107.87626,-7.40065
1112,107.87628,-7.41863
1113,107.87630,-7.43662
1114,107.87633,-7.45461
1115,107.87635,-7.47259
1116,107.87638,-7.49058
1117,107.87640,-7.50857
1118,107.87642,-7.52655
1119,107.87645,-7.54454
1120,107.89378,-6.93300
1121,107.89380,-6.95099
1122,107.89383,-6.96897
1123,107.89385,-6.98696
1124,107.89387,-7.00495
1125,107.89390,-7.02293
1126,107.89392,-7.04092
1127,107.89394,-7.05890
1128,107.89397,-7.07689
1129,107.89399,-7.09488
1130,107.89401,-7.11286
1131,107.89404,-7.13085
1132,107.89406,-7.14884
1133,107.89408,-7.16682
1134,107.89411,-7.18481
1135,107.89413,-7.20280
1136,107.89415,-7.22078
1137,107.89418,-7.23877
1138,107.89420,-7.25676
1139,107.89423,-7.27474
1140,107.89425,-7.29273
1141,107.89427,-7.31071
1142,107.89430,-7.32870
1143,107.89432,-7.34669
1144,107.89435,-7.36467
1145,107.89437,-7.38266
1146,107.89439,-7.40065
1147,107.89442,-7.41863
1148,107.89444,-7.43662
1149,107.89447,-7.45461
1150,107.89449,-7.47259
1151,107.89452,-7.49058
1152,107.89454,-7.50857
1153,107.89457,-7.52655
1154,107.89459,-7.54454
1155,107.91190,-6.93300
1156,107.91192,-6.95099
1157,107.91195,-6.96897
1158,107.91197,-6.98696
1159,107.91199,-7.00495
1160,107.91202,-7.02293
1161,107.91204,-7.04092
1162,107.91207,-7.05890
1163,107.91209,-7.07689
1164,107.91211,-7.09488
1165,107.91214,-7.11286
1166,107.91216,-7.13085
1167,107.91219,-7.14884
1168,107.91221,-7.16682
1169,107.91224,-7.18481
1170,107.91226,-7.20280
1171,107.91228,-7.22078
1172,107.91231,-7.23877
1173,107.91233,-7.25676
1174,107.91236,-7.27474
1175,107.91238,-7.29273
1176,107.91241,-7.31071
1177,107.91243,-7.32870
1178,107.91246,-7.34669
1179,107.91248,-7.36467
1180,107.91251,-7.38266
1181,107.91253,-7.40065
1182,107.91256,-7.41863
1183,107.91258,-7.43662
1184,107.91261,-7.45461
1185,107.91263,-7.47259
1186,107.91266,-7.49058
1187,107.91268,-7.50857
1188,107.91271,-7.52655
1189,107.91274,-7.54454
1190,107.93002,-6.93300
1191,107.93004,-6.95099
1192,107.93007,-6.96897
1193,107.93009,-6.98696
1194,107.93012,-7.00495
1195,107.93014,-7.02293
1196,107.93017,-7.04092
1197,107.93019,-7.05890
1198,107.93021,-7.07689
1199,107.93024,-7.09488
1200,107.93026,-7.11286
1201,107.93029,-7.13085
1202,107.93031,-7.14884
1203,107.93034,-7.16682
1204,107.93036,-7.18481
1205,107.93039,-7.20280
1206,107.93041,-7.22078
1207,107.93044,-7.23877
1208,107.93047,-7.25676
1209,107.93049,-7.27474
1210,107.93052,-7.29273
1211,107.93054,-7.31071
1212,107.93057,-7.32870
1213,107.93059,-7.34669
1214,107.93062,-7.36467
1215,107.93064,-7.38266
1216,107.93067,-7.40065
1217,107.93070,-7.41863
1218,107.93072,-7.43662
1219,107.93075,-7.45461
1220,107.93077,-7.47259
1221,107.93080,-7.49058
1222,107.93083,-7.50857
1223,107.93085,-7.52655
