#,,"generated_by='OpenQuake engine 3.19.0', start_date='2024-05-21T13:16:28', checksum=4043280846"
site_id,event_id,gmv_PGA
663,0,7.16421E-01
664,0,7.11210E-01
665,0,7.13236E-01
666,0,7.18164E-01
667,0,7.22798E-01
668,0,7.27132E-01
669,0,7.31155E-01
670,0,7.34854E-01
671,0,7.38222E-01
672,0,7.41249E-01
673,0,7.43929E-01
674,0,7.46254E-01
675,0,7.48216E-01
676,0,7.49813E-01
677,0,7.51039E-01
678,0,7.51889E-01
679,0,7.52454E-01
680,0,7.52939E-01
681,0,7.53352E-01
682,0,7.53693E-01
683,0,7.53940E-01
684,0,7.53869E-01
685,0,7.53417E-01
686,0,7.52775E-01
687,0,7.51720E-01
688,0,7.50288E-01
689,0,7.48479E-01
690,0,7.46292E-01
691,0,7.43731E-01
692,0,7.40806E-01
693,0,7.37520E-01
694,0,7.33886E-01
695,0,7.29915E-01
696,0,7.25617E-01
697,0,7.21006E-01
698,0,7.16096E-01
699,0,7.10896E-01
700,0,7.12015E-01
701,0,7.16927E-01
702,0,7.21546E-01
703,0,7.25867E-01
704,0,7.29877E-01
705,0,7.33563E-01
706,0,7.36921E-01
707,0,7.39937E-01
708,0,7.42609E-01
709,0,7.44925E-01
710,0,7.46882E-01
711,0,7.48472E-01
712,0,7.49694E-01
713,0,7.50553E-01
714,0,7.51263E-01
715,0,7.51902E-01
716,0,7.52470E-01
717,0,7.52966E-01
718,0,7.53271E-01
719,0,7.53198E-01
720,0,7.52747E-01
721,0,7.51919E-01
722,0,7.50715E-01
723,0,7.49329E-01
724,0,7.47535E-01
725,0,7.45371E-01
726,0,7.42840E-01
727,0,7.39947E-01
728,0,7.36694E-01
729,0,7.33092E-01
730,0,7.29152E-01
731,0,7.24881E-01
732,0,7.20294E-01
733,0,7.15406E-01
734,0,7.10226E-01
735,0,7.10456E-01
736,0,7.15348E-01
737,0,7.19949E-01
738,0,7.24252E-01
739,0,7.28246E-01
740,0,7.31917E-01
741,0,7.35261E-01
742,0,7.38265E-01
743,0,7.40924E-01
744,0,7.43232E-01
745,0,7.45179E-01
746,0,7.46764E-01
747,0,7.47979E-01
748,0,7.48917E-01
749,0,7.49779E-01
750,0,7.50570E-01
751,0,7.51291E-01
752,0,7.51918E-01
753,0,7.52224E-01
754,0,7.52151E-01
755,0,7.51700E-01
756,0,7.50874E-01
757,0,7.49673E-01
758,0,7.48101E-01
759,0,7.46163E-01
760,0,7.44053E-01
761,0,7.41541E-01
762,0,7.38676E-01
763,0,7.35457E-01
764,0,7.31891E-01
765,0,7.27988E-01
766,0,7.23754E-01
767,0,7.19200E-01
768,0,7.14344E-01
769,0,7.09193E-01
770,0,7.08564E-01
771,0,7.13432E-01
772,0,7.18011E-01
773,0,7.22293E-01
774,0,7.26266E-01
775,0,7.29919E-01
776,0,7.33246E-01
777,0,7.36236E-01
778,0,7.38882E-01
779,0,7.41177E-01
780,0,7.43115E-01
781,0,7.44690E-01
782,0,7.45912E-01
783,0,7.46993E-01
784,0,7.48004E-01
785,0,7.48946E-01
786,0,7.49819E-01
787,0,7.50498E-01
788,0,7.50802E-01
789,0,7.50730E-01
790,0,7.50280E-01
791,0,7.49456E-01
792,0,7.48259E-01
793,0,7.46692E-01
794,0,7.44760E-01
795,0,7.42467E-01
796,0,7.39819E-01
797,0,7.37017E-01
798,0,7.33822E-01
799,0,7.30289E-01
800,0,7.26424E-01
801,0,7.22230E-01
802,0,7.17719E-01
803,0,7.12904E-01
804,0,7.07791E-01
805,0,7.06343E-01
806,0,7.11183E-01
807,0,7.15736E-01
808,0,7.19994E-01
809,0,7.23944E-01
810,0,7.27576E-01
811,0,7.30883E-01
812,0,7.33854E-01
813,0,7.36485E-01
814,0,7.38766E-01
815,0,7.40692E-01
816,0,7.42257E-01
817,0,7.43558E-01
818,0,7.44783E-01
819,0,7.45942E-01
820,0,7.47035E-01
821,0,7.48031E-01
822,0,7.48708E-01
823,0,7.49010E-01
824,0,7.48938E-01
825,0,7.48490E-01
826,0,7.47669E-01
827,0,7.46477E-01
828,0,7.44916E-01
829,0,7.42992E-01
830,0,7.40708E-01
831,0,7.38071E-01
832,0,7.35090E-01
833,0,7.31770E-01
834,0,7.28310E-01
835,0,7.24474E-01
836,0,7.20318E-01
837,0,7.15852E-01
838,0,7.11083E-01
839,0,7.06017E-01
840,0,7.03800E-01
841,0,7.08608E-01
842,0,7.13132E-01
843,0,7.17361E-01
844,0,7.21284E-01
845,0,7.24891E-01
846,0,7.28177E-01
847,0,7.31128E-01
848,0,7.33740E-01
849,0,7.36006E-01
850,0,7.37919E-01
851,0,7.39489E-01
852,0,7.40925E-01
853,0,7.42294E-01
854,0,7.43599E-01
855,0,7.44838E-01
856,0,7.45880E-01
857,0,7.46552E-01
858,0,7.46853E-01
859,0,7.46780E-01
860,0,7.46335E-01
861,0,7.45518E-01
862,0,7.44331E-01
863,0,7.42778E-01
864,0,7.40864E-01
865,0,7.38591E-01
866,0,7.35969E-01
867,0,7.33002E-01
868,0,7.29698E-01
869,0,7.26066E-01
870,0,7.22116E-01
871,0,7.18043E-01
872,0,7.13611E-01
873,0,7.08886E-01
874,0,7.03871E-01
875,0,7.00939E-01
876,0,7.05713E-01
877,0,7.10203E-01
878,0,7.14401E-01
879,0,7.18295E-01
880,0,7.21874E-01
881,0,7.25134E-01
882,0,7.28062E-01
883,0,7.30656E-01
884,0,7.32904E-01
885,0,7.34801E-01
886,0,7.36444E-01
887,0,7.38020E-01
888,0,7.39531E-01
889,0,7.40978E-01
890,0,7.42333E-01
891,0,7.43369E-01
892,0,7.44037E-01
893,0,7.44336E-01
894,0,7.44263E-01
895,0,7.43820E-01
896,0,7.43007E-01
897,0,7.41827E-01
898,0,7.40284E-01
899,0,7.38381E-01
900,0,7.36122E-01
901,0,7.33514E-01
902,0,7.30565E-01
903,0,7.27280E-01
904,0,7.23669E-01
905,0,7.19743E-01
906,0,7.15507E-01
907,0,7.10974E-01
908,0,7.06341E-01
909,0,7.01367E-01
910,0,6.97770E-01
911,0,7.02504E-01
912,0,7.06958E-01
913,0,7.11121E-01
914,0,7.14983E-01
915,0,7.18532E-01
916,0,7.21765E-01
917,0,7.24668E-01
918,0,7.27238E-01
919,0,7.29467E-01
920,0,7.31364E-01
921,0,7.33137E-01
922,0,7.34849E-01
923,0,7.36500E-01
924,0,7.38086E-01
925,0,7.39478E-01
926,0,7.40506E-01
927,0,7.41170E-01
928,0,7.41466E-01
929,0,7.41393E-01
930,0,7.40952E-01
931,0,7.40146E-01
