Longitude,Latitude
107.314,-7.533
107.314,-7.5149819819819825
107.314,-7.496963963963965
107.314,-7.478945945945947
107.314,-7.460927927927929
107.314,-7.442909909909911
107.314,-7.424891891891893
107.314,-7.4068738738738755
107.314,-7.388855855855858
107.314,-7.37083783783784
107.314,-7.352819819819822
107.314,-7.334801801801804
107.314,-7.316783783783786
107.314,-7.2987657657657685
107.314,-7.280747747747751
107.314,-7.262729729729733
107.314,-7.244711711711715
107.314,-7.226693693693697
107.314,-7.208675675675679
107.314,-7.1906576576576615
107.314,-7.172639639639644
107.314,-7.154621621621626
107.314,-7.136603603603608
107.314,-7.11858558558559
107.314,-7.100567567567572
107.314,-7.0825495495495545
107.314,-7.064531531531537
107.314,-7.046513513513519
107.314,-7.028495495495501
107.314,-7.010477477477483
107.314,-6.992459459459465
107.314,-6.9744414414414475
107.314,-6.95642342342343
107.314,-6.938405405405412
107.332018018018,-7.533
107.332018018018,-7.5149819819819825
107.332018018018,-7.496963963963965
107.332018018018,-7.478945945945947
107.332018018018,-7.460927927927929
107.332018018018,-7.442909909909911
107.332018018018,-7.424891891891893
107.332018018018,-7.4068738738738755
107.332018018018,-7.388855855855858
107.332018018018,-7.37083783783784
107.332018018018,-7.352819819819822
107.332018018018,-7.334801801801804
107.332018018018,-7.316783783783786
107.332018018018,-7.2987657657657685
107.332018018018,-7.280747747747751
107.332018018018,-7.262729729729733
107.332018018018,-7.244711711711715
107.332018018018,-7.226693693693697
107.332018018018,-7.208675675675679
107.332018018018,-7.1906576576576615
107.332018018018,-7.172639639639644
107.332018018018,-7.154621621621626
107.332018018018,-7.136603603603608
107.332018018018,-7.11858558558559
107.332018018018,-7.100567567567572
107.332018018018,-7.0825495495495545
107.332018018018,-7.064531531531537
107.332018018018,-7.046513513513519
107.332018018018,-7.028495495495501
107.332018018018,-7.010477477477483
107.332018018018,-6.992459459459465
107.332018018018,-6.9744414414414475
107.332018018018,-6.95642342342343
107.332018018018,-6.938405405405412
107.35003603603602,-7.533
107.35003603603602,-7.5149819819819825
107.35003603603602,-7.496963963963965
107.35003603603602,-7.478945945945947
107.35003603603602,-7.460927927927929
107.35003603603602,-7.442909909909911
107.35003603603602,-7.424891891891893
107.35003603603602,-7.4068738738738755
107.35003603603602,-7.388855855855858
107.35003603603602,-7.37083783783784
107.35003603603602,-7.352819819819822
107.35003603603602,-7.334801801801804
107.35003603603602,-7.316783783783786
107.35003603603602,-7.2987657657657685
107.35003603603602,-7.280747747747751
107.35003603603602,-7.262729729729733
107.35003603603602,-7.244711711711715
107.35003603603602,-7.226693693693697
107.35003603603602,-7.208675675675679
107.35003603603602,-7.1906576576576615
107.35003603603602,-7.172639639639644
107.35003603603602,-7.154621621621626
107.35003603603602,-7.136603603603608
107.35003603603602,-7.11858558558559
107.35003603603602,-7.100567567567572
107.35003603603602,-7.0825495495495545
107.35003603603602,-7.064531531531537
107.35003603603602,-7.046513513513519
107.35003603603602,-7.028495495495501
107.35003603603602,-7.010477477477483
107.35003603603602,-6.992459459459465
107.35003603603602,-6.9744414414414475
107.35003603603602,-6.95642342342343
107.35003603603602,-6.938405405405412
107.36805405405403,-7.533
107.36805405405403,-7.5149819819819825
107.36805405405403,-7.496963963963965
107.36805405405403,-7.478945945945947
107.36805405405403,-7.460927927927929
107.36805405405403,-7.442909909909911
107.36805405405403,-7.424891891891893
107.36805405405403,-7.4068738738738755
107.36805405405403,-7.388855855855858
107.36805405405403,-7.37083783783784
107.36805405405403,-7.352819819819822
107.36805405405403,-7.334801801801804
107.36805405405403,-7.316783783783786
107.36805405405403,-7.2987657657657685
107.36805405405403,-7.280747747747751
107.36805405405403,-7.262729729729733
107.36805405405403,-7.244711711711715
107.36805405405403,-7.226693693693697
107.36805405405403,-7.208675675675679
107.36805405405403,-7.1906576576576615
107.36805405405403,-7.172639639639644
107.36805405405403,-7.154621621621626
107.36805405405403,-7.136603603603608
107.36805405405403,-7.11858558558559
107.36805405405403,-7.100567567567572
107.36805405405403,-7.0825495495495545
107.36805405405403,-7.064531531531537
107.36805405405403,-7.046513513513519
107.36805405405403,-7.028495495495501
107.36805405405403,-7.010477477477483
107.36805405405403,-6.992459459459465
107.36805405405403,-6.9744414414414475
107.36805405405403,-6.95642342342343
107.36805405405403,-6.938405405405412
107.38607207207204,-7.533
107.38607207207204,-7.5149819819819825
107.38607207207204,-7.496963963963965
107.38607207207204,-7.478945945945947
107.38607207207204,-7.460927927927929
107.38607207207204,-7.442909909909911
107.38607207207204,-7.424891891891893
107.38607207207204,-7.4068738738738755
107.38607207207204,-7.388855855855858
107.38607207207204,-7.37083783783784
107.38607207207204,-7.352819819819822
107.38607207207204,-7.334801801801804
107.38607207207204,-7.316783783783786
107.38607207207204,-7.2987657657657685
107.38607207207204,-7.280747747747751
107.38607207207204,-7.262729729729733
107.38607207207204,-7.244711711711715
107.38607207207204,-7.226693693693697
107.38607207207204,-7.208675675675679
107.38607207207204,-7.1906576576576615
107.38607207207204,-7.172639639639644
107.38607207207204,-7.154621621621626
107.38607207207204,-7.136603603603608
107.38607207207204,-7.11858558558559
107.38607207207204,-7.100567567567572
107.38607207207204,-7.0825495495495545
107.38607207207204,-7.064531531531537
107.38607207207204,-7.046513513513519
107.38607207207204,-7.028495495495501
107.38607207207204,-7.010477477477483
107.38607207207204,-6.992459459459465
107.38607207207204,-6.9744414414414475
107.38607207207204,-6.95642342342343
107.38607207207204,-6.938405405405412
107.40409009009005,-7.533
107.40409009009005,-7.5149819819819825
107.40409009009005,-7.496963963963965
107.40409009009005,-7.478945945945947
107.40409009009005,-7.460927927927929
107.40409009009005,-7.442909909909911
107.40409009009005,-7.424891891891893
