site_id,event_id,gmv_PGA,Longitude,Latitude
308,0,0.721411,107.45911,-7.43662
309,0,0.71786,107.45911,-7.45461
310,0,0.714,107.45912,-7.47259
311,0,0.709833,107.45913,-7.49058
312,0,0.705371,107.45913,-7.50857
313,0,0.700629,107.45914,-7.52655
314,0,0.695612,107.45915,-7.54454
315,0,0.0099545,107.47705,-6.933
316,0,0.0100296,107.47705,-6.95099
317,0,0.0101004,107.47706,-6.96897
318,0,0.0101667,107.47707,-6.98696
319,0,0.724799,107.47707,-7.00495
320,0,0.728568,107.47708,-7.02293
321,0,0.732003,107.47709,-7.04092
322,0,0.73509,107.47709,-7.0589
323,0,0.737824,107.4771,-7.07689
324,0,0.740197,107.47711,-7.09488
325,0,0.742202,107.47712,-7.11286
326,0,0.743836,107.47712,-7.13085
327,0,0.745096,107.47713,-7.14884
328,0,0.74598,107.47714,-7.16682
329,0,0.746485,107.47714,-7.18481
330,0,0.746613,107.47715,-7.2028
331,0,0.746364,107.47716,-7.22078
332,0,0.745739,107.47717,-7.23877
333,0,0.744739,107.47717,-7.25676
334,0,0.74344,107.47718,-7.27474
335,0,0.742056,107.47719,-7.29273
336,0,0.740606,107.4772,-7.31071
337,0,0.739087,107.4772,-7.3287
338,0,0.737493,107.47721,-7.34669
339,0,0.735619,107.47722,-7.36467
340,0,0.733388,107.47722,-7.38266
341,0,0.73081,107.47723,-7.40065
342,0,0.727893,107.47724,-7.41863
343,0,0.724641,107.47725,-7.43662
344,0,0.721062,107.47725,-7.45461
345,0,0.717171,107.47726,-7.47259
346,0,0.712971,107.47727,-7.49058
347,0,0.708475,107.47728,-7.50857
348,0,0.703694,107.47728,-7.52655
349,0,0.698637,107.47729,-7.54454
350,0,0.00998824,107.49516,-6.933
351,0,0.0100638,107.49517,-6.95099
352,0,0.010135,107.49518,-6.96897
353,0,0.0102017,107.49519,-6.98696
354,0,0.0102636,107.4952,-7.00495
355,0,0.730618,107.4952,-7.02293
356,0,0.73409,107.49521,-7.04092
357,0,0.737218,107.49522,-7.0589
358,0,0.739992,107.49523,-7.07689
359,0,0.742402,107.49523,-7.09488
360,0,0.744442,107.49524,-7.11286
361,0,0.746106,107.49525,-7.13085
362,0,0.747392,107.49526,-7.14884
363,0,0.748296,107.49527,-7.16682
364,0,0.748817,107.49527,-7.18481
365,0,0.748956,107.49528,-7.2028
366,0,0.748714,107.49529,-7.22078
367,0,0.748092,107.4953,-7.23877
368,0,0.747098,107.49531,-7.25676
369,0,0.745932,107.49531,-7.27474
370,0,0.744696,107.49532,-7.29273
371,0,0.743391,107.49533,-7.31071
372,0,0.742017,107.49534,-7.3287
373,0,0.740484,107.49535,-7.34669
374,0,0.738595,107.49535,-7.36467
375,0,0.73635,107.49536,-7.38266
376,0,0.733754,107.49537,-7.40065
377,0,0.730816,107.49538,-7.41863
378,0,0.727541,107.49539,-7.43662
379,0,0.723936,107.49539,-7.45461
380,0,0.720017,107.4954,-7.47259
381,0,0.715787,107.49541,-7.49058
382,0,0.711259,107.49542,-7.50857
383,0,0.706446,107.49543,-7.52655
384,0,0.701354,107.49544,-7.54454
385,0,0.0100169,107.51328,-6.933
386,0,0.0100929,107.51329,-6.95099
387,0,0.0101645,107.5133,-6.96897
388,0,0.0102315,107.51331,-6.98696
389,0,0.0102937,107.51332,-7.00495
390,0,0.010351,107.51333,-7.02293
391,0,0.0104032,107.51333,-7.04092
392,0,0.738943,107.51334,-7.0589
393,0,0.74175,107.51335,-7.07689
394,0,0.744196,107.51336,-7.09488
395,0,0.74627,107.51337,-7.11286
396,0,0.747969,107.51338,-7.13085
397,0,0.749283,107.51338,-7.14884
398,0,0.750213,107.51339,-7.16682
399,0,0.750756,107.5134,-7.18481
400,0,0.750911,107.51341,-7.2028
401,0,0.750681,107.51342,-7.22078
402,0,0.750066,107.51343,-7.23877
403,0,0.749144,107.51344,-7.25676
404,0,0.748134,107.51345,-7.27474
405,0,0.747049,107.51345,-7.29273
406,0,0.745894,107.51346,-7.31071
407,0,0.744655,107.51347,-7.3287
408,0,0.74312,107.51348,-7.34669
409,0,0.741222,107.51349,-7.36467
410,0,0.738964,107.5135,-7.38266
411,0,0.736352,107.51351,-7.40065
412,0,0.733396,107.51352,-7.41863
413,0,0.730099,107.51352,-7.43662
414,0,0.726474,107.51353,-7.45461
415,0,0.72253,107.51354,-7.47259
416,0,0.718274,107.51355,-7.49058
417,0,0.713717,107.51356,-7.50857
418,0,0.708874,107.51357,-7.52655
419,0,0.703751,107.51358,-7.54454
420,0,0.0100404,107.5314,-6.933
421,0,0.0101167,107.53141,-6.95099
422,0,0.0101886,107.53142,-6.96897
423,0,0.0102559,107.53143,-6.98696
424,0,0.0103184,107.53144,-7.00495
425,0,0.0103759,107.53145,-7.02293
426,0,0.0104283,107.53146,-7.04092
427,0,0.0104755,107.53147,-7.0589
428,0,0.0105173,107.53148,-7.07689
429,0,0.745576,107.53148,-7.09488
430,0,0.747679,107.53149,-7.11286
431,0,0.749409,107.5315,-7.13085
432,0,0.750756,107.53151,-7.14884
433,0,0.751715,107.53152,-7.16682
434,0,0.752284,107.53153,-7.18481
435,0,0.752462,107.53154,-7.2028
436,0,0.752249,107.53155,-7.22078
437,0,0.751654,107.53156,-7.23877
438,0,0.750883,107.53157,-7.25676
439,0,0.750034,107.53158,-7.27474
440,0,0.749108,107.53159,-7.29273
441,0,0.748108,107.5316,-7.31071
442,0,0.746936,107.53161,-7.3287
443,0,0.745397,107.53162,-7.34669
444,0,0.743491,107.53163,-7.36467
445,0,0.741221,107.53163,-7.38266
446,0,0.738597,107.53164,-7.40065
447,0,0.735626,107.53165,-7.41863
448,0,0.732313,107.53166,-7.43662
449,0,0.728669,107.53167,-7.45461
450,0,0.724704,107.53168,-7.47259
451,0,0.720425,107.53169,-7.49058
452,0,0.715844,107.5317,-7.50857
453,0,0.710975,107.53171,-7.52655
454,0,0.705825,107.53172,-7.54454
455,0,0.0100587,107.54952,-6.933
456,0,0.0101353,107.54953,-6.95099
457,0,0.0102073,107.54954,-6.96897
458,0,0.0102749,107.54955,-6.98696
459,0,0.0103376,107.54956,-7.00495
460,0,0.0103953,107.54957,-7.02293
461,0,0.0104479,107.54958,-7.04092
462,0,0.0104952,107.54959,-7.0589
463,0,0.0105371,107.5496,-7.07689
464,0,0.0105735,107.54961,-7.09488
465,0,0.0106042,107.54962,-7.11286
466,0,0.750429,107.54963,-7.13085
467,0,0.751802,107.54964,-7.14884
468,0,0.75279,107.54965,-7.16682
469,0,0.753388,107.54966,-7.18481
470,0,0.753593,107.54967,-7.2028
471,0,0.753404,107.54968,-7.22078
472,0,0.752901,107.54969,-7.23877
473,0,0.752301,107.5497,-7.25676
474,0,0.75162,107.54971,-7.27474
475,0,0.750858,107.54972,-7.29273
476,0,0.750004,107.54973,-7.31071
477,0,0.74884,107.54974,-7.3287
478,0,0.747301,107.54975,-7.34669
479,0,0.745391,107.54976,-7.36467
480,0,0.743116,107.54977,-7.38266
481,0,0.740483,107.54978,-7.40065
482,0,0.7375,107.54979,-7.41863
483,0,0.734174,107.5498,-7.43662
484,0,0.730514,107.54981,-7.45461
485,0,0.726532,107.54982,-7.47259
486,0,0.722234,107.54983,-7.49058
487,0,0.717633,107.54984,-7.50857
488,0,0.712744,107.54986,-7.52655
489,0,0.707571,107.54987,-7.54454
490,0,0.0100717,107.56764,-6.933
491,0,0.0101484,107.56765,-6.95099
492,0,0.0102207,107.56766,-6.96897
493,0,0.0102883,107.56767,-6.98696
494,0,0.0103512,107.56768,-7.00495
495,0,0.010409,107.56769,-7.02293
496,0,0.0104618,107.5677,-7.04092
497,0,0.0105092,107.56771,-7.0589
498,0,0.0105512,107.56772,-7.07689
499,0,0.0105877,107.56773,-7.09488
500,0,0.0106185,107.56775,-7.11286
501,0,0.0106436,107.56776,-7.13085
502,0,0.0106628,107.56777,-7.14884
503,0,0.753438,107.56778,-7.16682
504,0,0.75406,107.56779,-7.18481
505,0,0.754291,107.5678,-7.2028
506,0,0.754138,107.56781,-7.22078
507,0,0.753804,107.56782,-7.23877
508,0,0.753384,107.56783,-7.25676
509,0,0.752879,107.56784,-7.27474
510,0,0.752289,107.56785,-7.29273
511,0,0.751514,107.56786,-7.31071
512,0,0.750359,107.56788,-7.3287
513,0,0.748824,107.56789,-7.34669
514,0,0.746916,107.5679,-7.36467
515,0,0.744638,107.56791,-7.38266
516,0,0.742,107.56792,-7.40065
517,0,0.73901,107.56793,-7.41863
518,0,0.735675,107.56794,-7.43662
519,0,0.732003,107.56795,-7.45461
520,0,0.728008,107.56796,-7.47259
521,0,0.723697,107.56798,-7.49058
522,0,0.71908,107.56799,-7.50857
523,0,0.714173,107.568,-7.52655
524,0,0.708981,107.56801,-7.54454
525,0,0.0100794,107.58576,-6.933
526,0,0.0101562,107.58577,-6.95099
527,0,0.0102285,107.58578,-6.96897
528,0,0.0102963,107.58579,-6.98696
529,0,0.0103592,107.5858,-7.00495
530,0,0.0104172,107.58582,-7.02293
531,0,0.01047,107.58583,-7.04092
532,0,0.0105175,107.58584,-7.0589
533,0,0.0105595,107.58585,-7.07689
534,0,0.0105961,107.58586,-7.09488
535,0,0.0106269,107.58587,-7.11286
536,0,0.010652,107.58588,-7.13085
537,0,0.0106713,107.58589,-7.14884
538,0,0.0106847,107.58591,-7.16682
539,0,0.754312,107.58592,-7.18481
540,0,0.754561,107.58593,-7.2028
541,0,0.754505,107.58594,-7.22078
542,0,0.754355,107.58595,-7.23877
543,0,0.754118,107.58596,-7.25676
544,0,0.753795,107.58597,-7.27474
545,0,0.753368,107.58599,-7.29273
546,0,0.752617,107.586,-7.31071
547,0,0.751477,107.58601,-7.3287
548,0,0.749953,107.58602,-7.34669
549,0,0.748052,107.58603,-7.36467
550,0,0.745779,107.58605,-7.38266
551,0,0.743141,107.58606,-7.40065
552,0,0.740149,107.58607,-7.41863
553,0,0.736809,107.58608,-7.43662
554,0,0.733131,107.58609,-7.45461
555,0,0.729128,107.5861,-7.47259
556,0,0.724806,107.58612,-7.49058
557,0,0.720178,107.58613,-7.50857
558,0,0.715259,107.58614,-7.52655
559,0,0.710054,107.58615,-7.54454
560,0,0.0100817,107.60388,-6.933
561,0,0.0101586,107.60389,-6.95099
562,0,0.0102309,107.6039,-6.96897
563,0,0.0102987,107.60391,-6.98696
564,0,0.0103617,107.60393,-7.00495
565,0,0.0104196,107.60394,-7.02293
566,0,0.0104724,107.60395,-7.04092
567,0,0.0105199,107.60396,-7.0589
568,0,0.010562,107.60397,-7.07689
569,0,0.0105986,107.60399,-7.09488
570,0,0.0106294,107.604,-7.11286
571,0,0.0106545,107.60401,-7.13085
572,0,0.0106738,107.60402,-7.14884
573,0,0.0106872,107.60403,-7.16682
574,0,0.0106947,107.60405,-7.18481
575,0,0.0106964,107.60406,-7.2028
576,0,0.754531,107.60407,-7.22078
577,0,0.754555,107.60408,-7.23877
578,0,0.754499,107.6041,-7.25676
579,0,0.754359,107.60411,-7.27474
580,0,0.754023,107.60412,-7.29273
581,0,0.753297,107.60413,-7.31071
582,0,0.752179,107.60414,-7.3287
583,0,0.750674,107.60416,-7.34669
584,0,0.748788,107.60417,-7.36467
585,0,0.746525,107.60418,-7.38266
586,0,0.743895,107.60419,-7.40065
587,0,0.740908,107.60421,-7.41863
588,0,0.737569,107.60422,-7.43662
589,0,0.733891,107.60423,-7.45461
590,0,0.729885,107.60425,-7.47259
591,0,0.725559,107.60426,-7.49058
592,0,0.720925,107.60427,-7.50857
593,0,0.715998,107.60428,-7.52655
594,0,0.710786,107.6043,-7.54454
595,0,0.0100787,107.622,-6.933
596,0,0.0101555,107.62201,-6.95099
597,0,0.0102278,107.62202,-6.96897
598,0,0.0102956,107.62203,-6.98696
599,0,0.0103585,107.62205,-7.00495
600,0,0.0104164,107.62206,-7.02293
601,0,0.0104692,107.62207,-7.04092
602,0,0.0105167,107.62209,-7.0589
603,0,0.0105587,107.6221,-7.07689
604,0,0.0105952,107.62211,-7.09488
605,0,0.0106261,107.62212,-7.11286
606,0,0.0106512,107.62214,-7.13085
607,0,0.0106704,107.62215,-7.14884
608,0,0.0106838,107.62216,-7.16682
609,0,0.0106913,107.62217,-7.18481
610,0,0.0106942,107.62219,-7.2028
611,0,0.0106958,107.6222,-7.22078
612,0,0.754428,107.62221,-7.23877
613,0,0.754537,107.62223,-7.25676
614,0,0.754553,107.62224,-7.27474
615,0,0.754244,107.62225,-7.29273
616,0,0.753545,107.62227,-7.31071
617,0,0.752454,107.62228,-7.3287
618,0,0.750974,107.62229,-7.34669
619,0,0.749111,107.62231,-7.36467
620,0,0.746867,107.62232,-7.38266
621,0,0.744253,107.62233,-7.40065
622,0,0.741278,107.62235,-7.41863
623,0,0.737948,107.62236,-7.43662
624,0,0.734275,107.62237,-7.45461
625,0,0.730273,107.62239,-7.47259
626,0,0.725949,107.6224,-7.49058
627,0,0.721315,107.62241,-7.50857
628,0,0.716387,107.62243,-7.52655
629,0,0.711172,107.62244,-7.54454
630,0,0.0100703,107.64012,-6.933
631,0,0.010147,107.64013,-6.95099
632,0,0.0102192,107.64014,-6.96897
633,0,0.0102869,107.64016,-6.98696
634,0,0.0103497,107.64017,-7.00495
635,0,0.0104075,107.64018,-7.02293
636,0,0.0104602,107.6402,-7.04092
637,0,0.0105076,107.64021,-7.0589
638,0,0.0105496,107.64022,-7.07689
639,0,0.010586,107.64024,-7.09488
640,0,0.0106168,107.64025,-7.11286
641,0,0.0106419,107.64026,-7.13085
642,0,0.0106611,107.64028,-7.14884
643,0,0.0106745,107.64029,-7.16682
644,0,0.0106821,107.6403,-7.18481
645,0,0.0106873,107.64032,-7.2028
646,0,0.0106913,107.64033,-7.22078
647,0,0.754121,107.64034,-7.23877
648,0,0.754234,107.64036,-7.25676
649,0,0.754343,107.64037,-7.27474
650,0,0.754044,107.64039,-7.29273
651,0,0.753363,107.6404,-7.31071
652,0,0.752297,107.64041,-7.3287
653,0,0.750844,107.64043,-7.34669
654,0,0.749009,107.64044,-7.36467
655,0,0.746792,107.64046,-7.38266
656,0,0.744202,107.64047,-7.40065
657,0,0.741247,107.64048,-7.41863
658,0,0.737935,107.6405,-7.43662
659,0,0.734277,107.64051,-7.45461
660,0,0.730286,107.64053,-7.47259
661,0,0.725971,107.64054,-7.49058
662,0,0.721344,107.64055,-7.50857
663,0,0.716421,107.64057,-7.52655
664,0,0.71121,107.64058,-7.54454
665,0,0.0100566,107.65824,-6.933
666,0,0.0101331,107.65825,-6.95099
667,0,0.0102052,107.65826,-6.96897
668,0,0.0102726,107.65828,-6.98696
669,0,0.0103353,107.65829,-7.00495
670,0,0.010393,107.6583,-7.02293
671,0,0.0104455,107.65832,-7.04092
672,0,0.0104928,107.65833,-7.0589
673,0,0.0105347,107.65835,-7.07689
674,0,0.010571,107.65836,-7.09488
675,0,0.0106017,107.65838,-7.11286
676,0,0.0106267,107.65839,-7.13085
677,0,0.0106459,107.6584,-7.14884
678,0,0.0106592,107.65842,-7.16682
679,0,0.0106681,107.65843,-7.18481
680,0,0.0106757,107.65845,-7.2028
681,0,0.0106822,107.65846,-7.22078
682,0,0.753693,107.65848,-7.23877
683,0,0.75394,107.65849,-7.25676
684,0,0.753869,107.6585,-7.27474
685,0,0.753417,107.65852,-7.29273
686,0,0.752775,107.65853,-7.31071
687,0,0.75172,107.65855,-7.3287
688,0,0.750288,107.65856,-7.34669
689,0,0.748479,107.65858,-7.36467
690,0,0.746292,107.65859,-7.38266
