#,,,"generated_by='OpenQuake engine 3.19.0', start_date='2024-05-21T13:07:23', checksum=1184076472"
event_id,rlz_id,sig_inter_PGA,eps_inter_PGA
0,0,0.000000E+00,-6.560792E-10
